"Overview","https://demo.ethosh.net/NitrosamineV6/Overview/index.html"
"SamplePrep","https://demo.ethosh.net/NitrosamineV6/SamplePrep/index.html"
"SampleDetect","https://demo.ethosh.net/NitrosamineV6/SampleDetect/index.html"
"DataAnalysis","https://demo.ethosh.net/NitrosamineV6/DataAnalysis/index.html"
